SL. No,JOURNAL TITLE,SPECIMEN,SHAPE CODE,Boundary condition,Loading condition,Fy,Fu,E,ν,t,L,bw,bf1,bf2,bl1,bl2,q,r,HOLE SHAPE,l hole,h hole,r hole,Number Of Holes in Channel,Distance from top to centre of first hole Y,Distance from left  to centre of first hole X,Centre to centre distance between adjesent holes in X direction  Sx,Ultimate  Buckiling Strength (Mtest),Ultimate  Buckiling Strength (MFEM),Failure Mode,AISI,Eurocode 3,AS/NZS,y,y_from_fem,inconsistent_no_hole_metadata,inconsistent_sx_for_single_hole,geometry_signature,outlier_y_iqr
442,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,3000,,,11.72,Lateral-torsional+Local,,,,11.72,True,False,False,dca14988b4f1fa478dad1bdc7855d8c1,False
443,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,3,120,2430,570,,11.62,Lateral-torsional+Local,,,,11.62,True,False,False,ce18f7262e7c08225218a62d1835e574,False
444,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,96,48,1,120,3048,,,11.54,Lateral-torsional+Local,,,,11.54,True,False,False,963c279579687325cf65d7816d746cda,False
445,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,96,48,3,120,2502,498,,11.38,Lateral-torsional+Local,,,,11.38,True,False,False,7c92c4df9bd7cd02299e19fe67d53071,False
446,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,3,120,3000,,,11.48,Lateral-torsional+Local,,,,11.48,True,False,False,7a5b9a94283420d8345ade98fccb8343,False
447,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,3,120,2430,570,,11.2,Lateral-torsional+Local,,,,11.2,True,False,False,3f06e4a668e410a05799a101e5c95d37,False
448,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,300,120,60,1,120,3000,,,11.08,Lateral-torsional+Local,,,,11.08,True,False,False,0a0dce3d81eec912054cde6bbc93e2f6,False
449,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,300,120,60,3,120,2520,480,,10.93,Lateral-torsional+Local,,,,10.93,True,False,False,fd64c2006a42e1fe9eafbc7b96757843,False
450,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,120,60,1,120,3000,,,10.6,Lateral-torsional+Local,,,,10.6,True,False,False,6fd7f9f6f4f02162595aa7e4e1dc547e,False
451,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,120,60,3,120,2610,390,,10.34,Lateral-torsional+Local,,,,10.34,True,False,False,fa2f4ff05f6cc78261f9adaf55d8357b,False
452,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,1,120,3000,,,10.39,Lateral-torsional+Local,,,,10.39,True,False,False,c617f30653fa0f185c22161c0b2a62b0,False
453,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,3,120,2502,498,,10.13,Lateral-torsional+Local,,,,10.13,True,False,False,0bd195310aa0697ac0d23496e708abcc,False
454,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,1,120,3000,,,9.9,Lateral-torsional+Local,,,,9.9,True,False,False,0c41e698174bd6f8aa4d6c418a25888e,False
455,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,3,120,2610,390,,9.67,Lateral-torsional+Local,,,,9.67,True,False,False,806dd35b8cdadc4f4ba02e0cf8b5a056,False
456,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,1,120,3000,,,9.39,Lateral-torsional+Local,,,,9.39,True,False,False,71571da1f7eb7125db563b7f1600c8ac,False
457,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,3,120,2718,282,,9.18,Lateral-torsional+Local,,,,9.18,True,False,False,aa1c6d696208367d9a2169f48101faff,False
458,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,1,145,3000,,,18.57,Lateral-torsional+Local,,,,18.57,True,False,False,2176bd19b6945c30e88bb85619db4a04,False
459,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,3,145,2418,582,,17.75,Lateral-torsional+Local,,,,17.75,True,False,False,3b584d5cf338a5aa11cc55dc9f21f39f,False
460,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,1,145,3000,,,17.32,Lateral-torsional+Local,,,,17.32,True,False,False,0a3f84b5efa3c4b1d2d6f44b8593d488,False
461,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,3,145,2505,495,,17.18,Lateral-torsional+Local,,,,17.18,True,False,False,7c9b7f765badf7e1cb8f51e35f011395,False
462,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,116,58,1,145,3000,,,16.95,Lateral-torsional+Local,,,,16.95,True,False,False,8a6cb5e45e812e6685d0515a9e457183,False
463,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,116,58,1,145,2592,,,16.85,Lateral-torsional+Local,,,,16.85,True,False,False,094e3701ef741971d15a7132b2cb311b,False
464,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,1,145,3000,,,17.15,Lateral-torsional+Local,,,,17.15,True,False,False,45b8b2684ec6c674633f38a517f85b68,False
465,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,3,145,2505,495,,16.8,Lateral-torsional+Local,,,,16.8,True,False,False,5e3949193432d06b06987eddfa4249c1,False
466,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,1,145,3000,,,16.61,Lateral-torsional+Local,,,,16.61,True,False,False,4569f04825bf153a0a71a1c7332330d3,False
467,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,3,145,2613.75,386.25,,16.19,Lateral-torsional+Local,,,,16.19,True,False,False,43f60415e409cfe65620acb92d805d15,False
468,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,145,72.5,1,145,3000,,,15.82,Lateral-torsional+Local,,,,15.82,True,False,False,bf9141d1d5e972e6ac07dfdd3d77aed3,False
469,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,145,72.5,3,145,2722.5,277.5,,15.48,Lateral-torsional+Local,,,,15.48,True,False,False,151c98cab4dcddd5df2bf55e31a72d5f,False
470,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,1,145,3000,,,15.71,Lateral-torsional+Local,,,,15.71,True,False,False,be4be35294a8566470750a2aa0870f82,False
471,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,3,145,2592,408,,15.3,Lateral-torsional+Local,,,,15.3,True,False,False,cb8bba0ebdf2b8f24012e4eef253f1a1,False
472,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,1,145,3000,,,14.87,Lateral-torsional+Local,,,,14.87,True,False,False,103332ffc3b02eb9a410b370558e5ec6,False
473,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,3,145,2722.5,277.5,,14.57,Lateral-torsional+Local,,,,14.57,True,False,False,eb6ba40bfc4c49967977c0980db5575a,False
474,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,1,145,3000,,,14.11,Lateral-torsional+Local,,,,14.11,True,False,False,bdd95f93fff398856e2d718424eaec71,False
475,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,3,145,2853,147,,13.86,Lateral-torsional+Local,,,,13.86,True,False,False,47faf717b3981dc3fb3e6bb24ab6cd65,False
476,"Sivakumaran et al., 2006","c-0-0(1,2)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,circle,,,63.7,1,101.6,1371.5,,9.77,,Local buckling,,,,9.77,False,False,False,316ba11b1f8bce786f5a2a275c8c4720,False
477,"Sivakumaran et al., 2006","c-0-0(3,4)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,circle,,,63.7,1,101.6,1371.5,,10.08,,Local buckling,,,,10.08,False,False,False,316ba11b1f8bce786f5a2a275c8c4720,False
478,"Sivakumaran et al., 2006","c-0-(5,6)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,circle,,,63.7,1,101.6,1371.5,,9.83,,Local buckling,,,,9.83,False,False,False,316ba11b1f8bce786f5a2a275c8c4720,False
479,"Sivakumaran et al., 2006","s-0-(1,2)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,square,127,127,,1,101.6,1371.5,,9.99,,Local buckling,,,,9.99,False,False,False,c326c2dc5fc96094d55baacc75f0a8a3,False
480,"Sivakumaran et al., 2006","s-0-(3,4)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,square,127,127,,1,101.6,1371.5,,10.13,,Local buckling,,,,10.13,False,False,False,c326c2dc5fc96094d55baacc75f0a8a3,False
481,"Sivakumaran et al., 2006","s-0-(5,6)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,square,127,127,,1,101.6,1371.5,,10.08,,Local buckling,,,,10.08,False,False,False,c326c2dc5fc96094d55baacc75f0a8a3,False
482,"Sivakumaran et al., 2006","R-0-(1,2)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,rectangle,254,127,,1,101.6,1371.5,,10.13,,Local buckling,,,,10.13,False,False,False,b039cc25449c046c8eb2bdcb9f593cae,False
483,"Sivakumaran et al., 2006","R-0-(3,4)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,rectangle,254,127,,1,101.6,1371.5,,10.4,,Local buckling,,,,10.4,False,False,False,b039cc25449c046c8eb2bdcb9f593cae,False
484,"Sivakumaran et al., 2006","R-0-(5,6)",C,Pinned and roller,four point loading,324,420,203000,0.3,1.89,2743,203.2,41.3,41.3,12.9,12.9,,3.78,rectangle,254,127,,1,101.6,1371.5,,10.08,,Local buckling,,,,10.08,False,False,False,b039cc25449c046c8eb2bdcb9f593cae,False
485,"Sadid et al., 2025",D137-S68,C,Pinned and roller,four point loading,235.9,295,196000,0.3,6.2,2400,240,120,120,12.7,12.7,,5.67,circle,,,68.5,8,120,360,205,76.2,,Local buckling,,,,76.2,False,False,False,0c2df890f923bd0e3dbf5ca2bae5d76d,True
486,"Sadid et al., 2025",D148-S57,C,Pinned and roller,four point loading,254.3,295,196000,0.3,6.2,2400,240,120,120,12.7,12.7,,5.67,circle,,,74,8,120,360,205,73.93,,Local buckling,,,,73.93,False,False,False,402e03a6f2c8e05fdeda626325406515,True
487,"Sadid et al., 2025",D160-S45,C,Pinned and roller,four point loading,244.6,295,196000,0.3,6.2,2400,240,120,120,12.7,12.7,,5.67,circle,,,80,8,120,360,205,72.074,,Local buckling,,,,72.074,False,False,False,e7d2fa00c0343523f4250608cbdf3696,True
488,"Tohamy et al., 2021",B-C01,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,12.5,1,125,1500,,11.21,,local-distortional,,,,11.21,False,False,False,088b0424a2e92dcf4432c7e59e6c6f26,False
489,"Tohamy et al., 2021",B-C02,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,25,1,125,1500,,11.19,,local-distortional,,,,11.19,False,False,False,2d10bd41c6287cacd2d96b9341237d7d,False
490,"Tohamy et al., 2021",B-C03,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,37.5,1,125,1500,,11.17,,local-distortional,,,,11.17,False,False,False,14efb1dd953af745cf4e8b2964124df8,False
491,"Tohamy et al., 2021",B-C04,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,50,1,125,1500,,11.1,,local-distortional,,,,11.1,False,False,False,31bd65db2142b125bca30eb4cfeba83b,False
492,"Tohamy et al., 2021",B-C05,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,62.5,1,125,1500,,10.87,,local-distortional,,,,10.87,False,False,False,e21e28877ef4c7617aeee4a6c0ede594,False
493,"Tohamy et al., 2021",B-C06,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,75,1,125,1500,,10.5,,local-distortional,,,,10.5,False,False,False,3b9f53776fa6b4019be4d92c6efc8329,False
494,"Tohamy et al., 2021",B-C07,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,87.5,1,125,1500,,9.93,,local-distortional,,,,9.93,False,False,False,0ec399db0f236c19c185fffc6ba7da01,False
495,"Tohamy et al., 2021",B-C08,C,Pinned and roller,four point loading,295,412,208000,0.3,2.5,3000,250,43,43,15,15,,2,circle,,,100,1,125,1500,,9.07,,local-distortional,,,,9.07,False,False,False,648e0a591eba21ed3cb03a2b6867ce75,False
